2222 45693
979 1004 90
1757 2165 8826
1760 549 399
547 162 7165
2110 2127 1951
409 1954 270
631 724 9686
59 547 9642
1343 1519 2012
1095 318 7058
1189 1277 9809
1631 391 3485
2162 1352 167
518 2064 3813
567 781 143
1703 1548 4269
1594 394 3671
2068 170 7571
1136 292 968
1548 760 7918
1067 384 2589
789 1025 2671
2071 882 6191
446 1402 9711
207 608 1045
1647 1894 8055
1044 138 5680
28 534 3356
1752 825 5918
1126 1064 1707
2185 1512 828
1492 523 6249
1199 1597 9185
1169 64 3489
7 1277 552
1449 1797 7184
136 1446 7206
627 1470 2705
563 1865 6380
1082 1245 2129
1176 493 7418
1283 722 2368
441 315 6767
482 850 3181
246 892 308
1276 1931 7427
1419 1469 1401
84 1100 9429
1902 1894 5038
2036 1607 9082
1819 1083 4553
876 554 2845
734 1550 9672
1502 1415 4639
803 2161 5981
497 1673 2896
904 655 8159
1710 1178 8369
270 1199 9145
858 1447 8439
1286 445 373
942 2167 1049
2013 668 2359
1940 1433 7010
1635 1672 9634
1566 1380 9521
1557 1829 6245
724 1669 4218
459 1133 4031
1394 1280 7188
1657 1138 6532
1139 2086 8811
1004 760 6267
220 702 3870
1160 549 5573
748 297 1010
929 1714 2286
1179 1804 6936
1523 802 6967
1396 1695 9119
987 612 5955
629 844 440
496 1112 5028
2171 849 6113
280 298 7626
486 1346 2668
1863 72 8291
2066 1590 497
217 1918 5939
1584 928 9769
790 365 2095
757 555 5685
1428 506 8478
1773 407 9676
324 29 8668
1509 343 4507
756 1214 6983
31 1483 5092
971 1262 5346
1108 1754 1895
1955 1542 806
466 1585 8386
158 162 4059
1967 1366 8291
2196 1939 3980
1974 391 439
71 141 2110
2201 281 985
2218 1584 2
1576 2195 1184
1504 1210 6759
2089 1455 4934
1033 108 8915
1136 1067 6504
996 1196 9398
2181 1184 2214
693 436 8465
1016 518 4131
1591 1845 9324
1096 1466 9151
1530 324 5580
2177 1057 4714
997 1702 8190
1650 1966 1140
849 1185 7111
1286 915 5648
1154 701 1337
326 1919 1200
681 1802 5436
998 1225 2232
1025 1139 3019
272 1711 4579
1530 1551 7352
314 982 9576
2175 161 3978
30 1326 1909
1936 845 1161
1569 1683 6823
2098 1803 1255
1921 1725 2686
618 1742 4490
2142 418 3415
885 891 9155
1554 1045 7431
418 1409 2761
684 1927 2951
1133 1286 6970
1941 482 6856
1740 1062 5656
479 118 4719
481 464 6598
1570 837 2725
1288 647 9591
943 217 2256
79 181 1778
1327 399 318
1702 550 7690
1905 131 7728
251 2123 5784
1307 1977 4283
165 1702 5246
173 399 4856
178 873 5773
85 1994 5338
1069 611 3087
1780 149 9794
1993 963 2848
76 1964 8942
1790 483 3725
1423 410 3946
1644 1169 6362
841 394 6461
617 293 9028
632 988 5480
1914 1769 1192
615 1484 8669
123 1574 7458
2043 1524 4735
1653 2160 5469
1267 20 4050
1330 761 1786
646 358 2445
1994 1013 7179
683 839 7744
1960 632 4431
42 427 8408
805 685 7224
457 1456 9393
1799 1523 8629
1739 1960 5945
394 1065 9750
836 937 2490
1379 1281 6073
372 1888 4784
4 189 6003
262 280 6824
1103 952 7048
33 1094 300
1979 983 2119
1016 1711 5977
459 1344 4420
2190 195 6461
2121 1149 5749
1964 1969 2306
1211 610 2458
589 1206 3071
1376 2112 8866
196 1426 644
1565 1771 2281
1363 710 2446
1290 567 4153
39 221 9794
1049 1835 2709
112 988 7593
2134 1846 5240
1652 499 315
1992 524 6337
1363 533 8940
397 1655 3499
1703 302 87
141 1240 6722
631 260 1703
1751 1018 8270
676 19 825
957 380 2472
1523 714 1340
535 1589 2761
2116 287 2168
42 82 511
1101 2190 545
1200 442 2605
722 83 2291
557 1670 2843
1015 667 1002
848 930 7988
762 1477 7080
1357 22 5962
781 1677 5130
1709 1541 444
48 1741 8041
1909 487 2395
1977 45 6862
846 880 9420
1165 2074 5667
989 1128 548
2037 1348 2766
1411 689 6152
1870 633 9090
1546 1941 2024
1910 421 3050
1023 100 4792
1212 827 7277
1546 1312 383
452 1165 5365
94 1897 1566
2101 2117 4803
1481 1217 8999
1343 1891 4344
1907 546 8556
161 1212 5016
52 835 2416
1004 1840 3454
1870 1716 5516
86 2082 9399
563 992 6030
1972 754 4271
1014 1106 3377
1822 1722 8109
1753 1199 1822
1147 560 627
2154 232 8948
247 628 8631
85 1947 8723
1841 1263 4109
458 2168 114
917 384 8080
718 233 7778
1802 1132 9834
1266 1587 841
1675 66 8658
1491 2022 3521
785 62 525
1665 301 9081
119 864 7727
1250 1757 4646
1455 1261 7856
644 1390 3200
595 125 2628
305 1631 2035
954 20 6097
2161 2125 4135
951 1173 1586
2078 644 4695
1887 2075 6558
1906 2132 3664
1884 2042 3906
748 1574 9304
1517 2024 8295
1425 1862 5050
380 813 523
1130 1587 4692
292 1713 3991
1029 1575 468
1783 2126 7994
1605 1711 926
437 1106 2662
1972 456 7205
645 476 1222
987 1014 1117
426 1386 2502
6 428 2085
237 708 1798
1648 464 3415
1460 1399 2352
2077 1697 4620
1494 686 1529
1982 519 6133
144 1112 9859
1342 137 1969
1852 1049 1465
350 1509 280
2144 309 1473
1681 1771 9302
285 633 6340
508 1256 3921
88 405 8798
2194 1394 1127
357 1617 6287
650 991 4997
1386 71 110
1584 1427 842
1197 2170 176
1240 1366 3911
1289 1116 5329
1469 1801 2473
649 825 4719
750 546 1655
1845 460 7301
1385 1956 1299
1099 972 5522
2019 521 9184
1446 1418 129
1130 1166 2841
295 2131 5819
1180 171 5047
897 2200 7538
1376 862 8029
901 482 87
1786 1501 5319
1998 754 6667
1033 757 1357
1178 1451 8813
1442 1163 1969
13 1735 2294
1876 2083 9958
1584 741 488
304 768 9336
24 1980 7770
600 776 4827
1747 1151 266
996 2022 8722
2191 1774 2144
1646 922 3038
152 964 2054
991 1293 6562
1683 515 9166
48 2051 654
2069 2175 1553
1819 1137 4987
103 462 4919
362 1363 7207
1651 1901 8046
1322 1715 2679
1769 1026 9173
871 462 3936
1294 211 3036
115 190 1357
1563 1943 5372
818 685 5702
2063 1385 9509
637 241 519
1055 1865 8052
172 1177 4607
50 491 3516
600 1708 3467
1265 29 6155
1909 1364 2929
575 1682 1531
79 120 8153
621 1245 749
1889 1400 7289
986 144 9072
362 2219 1627
659 1612 5257
971 1828 2400
1850 2221 7915
532 1847 3347
389 665 4330
2061 1711 4129
255 666 7165
48 1654 2486
1409 547 2806
1109 300 125
1785 205 4775
1380 50 1982
597 878 350
2065 465 4600
434 358 8293
495 1626 5028
2050 347 4603
257 1509 3189
525 1202 8783
714 899 947
77 863 7434
757 549 4532
721 227 1875
761 1577 3761
1355 59 7900
166 1963 677
1019 1673 4697
912 1121 9809
662 703 756
809 1279 3197
1685 626 396
1343 1466 2091
1580 77 8838
13 19 1022
930 1694 4825
1115 1179 3429
541 1115 6128
2210 236 7980
478 1137 2094
1555 1418 6019
630 332 432
1996 366 8754
1105 1347 3865
981 824 5504
1689 245 3434
2183 201 4123
160 538 1443
1081 2030 5400
412 1838 7244
1953 1101 6117
896 60 4304
1620 2061 2550
1726 110 5000
1339 768 9881
2097 354 6093
1571 1392 3856
317 1411 8133
1399 1200 3790
514 1993 8926
89 1770 3962
404 190 987
1108 339 9827
1502 535 3770
637 1885 2463
1604 839 6257
1843 1040 1347
330 1603 4813
357 1985 212
1936 876 3197
842 868 764
376 2130 593
1334 2080 6574
116 874 7471
553 776 2721
83 837 9968
1876 1570 8987
694 535 7747
1975 1753 5542
2057 2216 7681
162 1830 454
1199 1276 3865
1411 76 4499
1489 416 8118
702 1434 6444
1858 461 7547
1400 1138 1031
1266 1402 6887
2006 1736 7603
2181 341 4370
650 2052 4294
671 1513 2182
1996 2165 5570
2159 1304 9565
293 1938 3046
1763 207 4759
1757 964 9826
2031 791 216
2058 724 3068
2136 2169 8131
91 345 4332
2111 1182 5693
510 1259 3821
1195 1104 1249
1283 928 3348
213 896 9921
2076 734 7078
568 1560 360
288 1110 1082
405 1709 1254
1266 1367 1397
438 578 2972
1187 1113 6378
2211 1348 8000
2051 1504 2233
2070 1465 7227
1331 1777 1889
864 1188 8622
803 154 7661
98 1174 3964
1285 1078 9191
1033 1752 3824
159 1400 8523
2024 1741 2125
682 1344 6531
1758 1398 5623
281 2110 7316
1811 114 9807
1366 2134 5329
787 123 9670
220 504 7012
179 1614 1271
1661 13 3928
695 1229 2875
1583 2154 10
1721 707 5514
1516 1323 2481
1623 616 5042
1901 1391 9214
1636 85 9421
449 2206 7177
307 76 7102
2063 803 5028
801 159 31
2090 2096 7615
2050 1017 268
751 796 4581
1861 1813 5677
1858 441 3872
2192 918 9854
1976 844 2086
1645 581 6073
201 562 3015
1463 548 9770
528 836 1736
100 2002 3407
141 301 1579
1154 1181 8277
913 1627 3831
1148 1281 6956
1486 1728 7672
1607 147 8535
1280 1657 1623
1672 543 356
1755 731 9430
1243 411 2724
1986 2073 2625
571 2028 8409
1488 286 2544
470 1189 3564
1232 1646 8244
2179 1763 5866
596 1811 3972
1017 862 7000
707 1060 7598
538 2173 3863
1307 1371 977
1701 1999 8778
997 1475 8002
1903 1059 278
404 486 9575
1905 812 7175
772 389 9165
200 449 681
1992 1003 4800
1481 1925 4012
391 1395 6890
812 1942 8567
2148 44 740
506 2118 578
238 26 8204
1458 1318 2637
450 1331 7857
1503 932 5975
767 1215 1713
498 257 4824
1711 1488 2785
1129 496 6612
1712 1121 8060
2145 795 8073
1146 1524 4013
2109 349 8028
1721 1222 8708
1056 705 7389
1947 675 535
794 1049 7456
966 1058 784
1405 676 4334
1863 1401 1997
1230 606 7620
101 900 3501
233 1367 2067
76 1928 9569
1342 592 1877
1043 480 4591
1112 471 4296
939 694 2269
1307 843 6578
2124 2157 4091
1486 1468 1779
720 406 8876
625 1649 955
929 177 878
630 180 4443
420 1263 9867
1419 2171 8467
571 2099 2639
446 1865 1886
1802 695 6741
2124 1058 4934
1296 27 6088
141 1026 4918
1052 1132 3862
76 2030 8255
272 1082 6746
216 1844 1696
1570 1164 3758
310 956 6497
989 640 8710
1795 1885 9123
1949 121 4399
2179 145 1511
2144 1604 8689
1282 1240 7632
1449 1501 7898
921 238 211
750 1891 8792
331 232 4995
1941 1676 4363
652 476 3400
1921 2064 3513
1342 98 9965
9 1236 8013
1398 1676 2332
2155 422 6954
2180 257 3508
62 427 5296
1545 992 6149
1807 94 1340
568 1892 337
1089 200 7758
1983 1762 8743
919 1316 8352
1216 2091 6797
1288 1258 8596
1111 1595 1312
69 1822 9635
1841 305 7665
1238 586 7462
64 702 5144
801 287 5548
1070 2156 4639
69 1665 4642
378 1040 3936
804 1437 650
545 160 1577
1101 880 6766
2167 893 5934
1783 786 8403
1921 1090 5589
1766 1500 9190
1506 294 6634
2069 605 5216
2102 1963 2178
1953 846 4181
1649 856 9680
1389 2083 5229
1430 296 7460
951 124 4988
2037 681 1899
1691 345 3492
1967 1751 1631
930 459 600
1075 434 9762
1118 1591 5410
1466 104 5530
1214 2200 2421
1892 1842 8490
2096 1437 4154
514 299 4778
1795 1355 6025
1977 1880 5585
893 682 1550
1446 274 4624
1965 416 9459
1585 2009 618
948 440 8340
716 748 3578
1958 1114 4825
1344 364 3281
1791 26 525
116 2203 9131
1278 2074 8633
2003 1527 2020
1291 1359 7834
858 1843 9055
1544 2 3262
743 2118 2420
1368 1674 2049
782 2109 6613
644 928 860
2030 1065 7392
1060 485 5076
784 947 2866
121 556 1151
1393 1833 9797
1265 862 2936
1141 1369 5928
2144 855 1141
497 1444 3131
262 812 5611
1236 2097 792
432 166 1668
1719 2126 6935
346 1872 8263
46 1390 5778
1738 1479 349
1821 1530 1089
1893 1162 1324
1134 1832 1855
2019 2050 9943
168 455 2889
803 2211 9139
1534 1877 4928
1290 1776 4400
886 1040 9827
601 110 2549
1635 1933 526
395 1886 5942
978 2070 5380
1268 1949 3442
1683 1216 9814
804 1874 2828
2214 1727 3648
684 1098 8982
1025 1959 4471
363 759 4687
1889 1254 9594
287 438 9999
452 704 5235
1704 1570 6592
1796 849 3695
741 988 6642
1580 318 391
2109 2180 2483
433 2138 4055
1265 323 3124
726 1896 4704
637 1366 2013
368 2047 1809
667 226 5341
928 1724 4067
1896 1686 4756
1540 1361 2610
1672 239 8895
1125 976 2432
1413 177 8024
283 942 4722
2122 600 2140
1504 75 4556
288 2088 856
1218 74 6363
1612 384 3950
2215 1447 9856
2023 1711 6183
2119 209 3287
6 2177 8744
1873 1076 9674
1442 2015 2244
202 85 6157
852 2037 275
1829 1985 6823
2163 10 9648
1646 1575 2272
860 1216 3020
677 87 8547
844 965 9650
552 1141 3948
766 234 3361
2142 950 950
1026 128 1262
650 208 1974
1023 1047 1379
1488 643 6388
253 1380 6572
1631 543 4103
1139 112 4589
572 1146 8344
915 376 5949
428 1856 1805
602 263 4379
398 512 485
1075 1837 9408
1829 922 4982
1952 262 3727
6 1359 7745
1239 2048 7465
67 1127 2545
1476 207 7430
1347 1684 551
1980 1008 5146
2078 1581 9515
1517 467 2495
1866 634 6193
1564 1652 7284
2191 1963 4572
747 767 6404
319 1384 9336
1786 1827 9182
687 1034 3332
1899 817 9962
2007 1438 1489
1152 1580 9997
1231 1141 61
334 326 8058
753 1011 8236
88 212 7484
1309 893 6085
103 2200 3547
312 427 6051
124 1950 458
1217 239 8048
1190 1363 4287
1677 557 9749
1428 787 7033
202 716 2689
1507 851 5874
685 2093 997
326 519 9968
2138 654 5947
146 815 7178
123 810 9514
1960 1790 9518
1031 542 640
622 1372 8433
1156 2035 285
1427 906 5494
1209 30 877
849 961 582
2048 920 1218
1476 120 1649
289 871 2969
396 356 8378
219 796 9276
30 1465 1366
1693 940 224
2158 1649 4687
1446 486 6953
456 966 6942
1901 1159 7000
1685 745 1923
1095 1045 9358
601 1458 6380
1126 1662 9895
1358 1284 7891
1852 379 3911
1387 1640 8961
712 1920 3127
481 1215 5811
248 1679 6183
812 1124 5029
1042 1504 2624
164 1874 9442
1100 384 4543
1933 1120 3546
1861 1092 2472
1446 1169 1059
1893 1290 6390
1624 2200 1810
824 384 6721
1142 149 8303
811 1231 1548
1848 390 9400
1535 24 8583
2119 719 5646
678 1132 7972
916 1225 6212
177 193 3085
1619 1695 3165
1855 1009 1781
2132 1087 9007
1498 740 699
1834 947 1090
707 354 4772
2053 624 7534
103 1023 9791
359 351 8499
184 761 8313
2014 1585 4051
764 753 981
875 1579 8990
957 1539 6595
829 1225 8374
1175 183 4347
980 1063 329
1191 2187 8226
1471 1788 7307
1442 1085 334
867 196 7410
815 715 728
1388 1021 853
1974 1539 8051
792 619 1466
21 196 8372
1474 1910 7168
1594 1169 5835
139 664 2354
1797 1830 7908
1698 141 3779
1099 1924 3663
1563 1583 9617
2215 101 9677
968 1316 9483
385 411 5195
1661 889 9700
1506 1905 2673
581 828 7885
764 1319 2642
743 1135 2716
1948 1524 3029
1514 55 3259
1029 934 4790
376 2133 7950
2047 64 373
1370 807 479
1564 608 4266
1828 1487 4892
430 1489 8527
932 1238 8173
603 1141 1679
1198 672 810
106 800 8383
1164 556 1354
806 1002 703
175 1829 6627
1599 2043 6037
1231 35 7331
834 1382 929
2161 744 6562
688 1696 2808
2021 97 3648
209 2143 8290
1198 668 4869
1857 683 301
273 1490 9487
343 1832 1716
1543 275 1492
1377 1376 1634
1101 2153 2436
2150 194 7566
1560 2148 729
1546 845 6617
1113 1551 9829
16 447 6375
573 323 7712
1106 7 6458
545 94 9147
1767 1502 7353
1678 476 7462
2024 1209 3489
2209 1803 3373
1574 894 2646
2021 1040 4150
1219 700 3032
661 1990 5278
998 1025 8961
2001 489 2790
1196 1779 8906
171 2124 5998
2054 177 8933
156 175 3386
1195 46 1405
2004 1692 8023
135 43 3138
2176 593 1015
537 24 6609
1031 1369 661
83 766 5889
1739 1941 8656
240 1526 5138
335 1021 256
983 2110 2142
108 773 3638
1498 1605 9999
427 2063 6685
854 1724 2468
1697 1785 5920
2056 742 8430
1827 154 8951
2146 431 4386
1910 1567 4451
1520 1909 374
704 79 7061
1000 2147 5712
2171 1421 7939
156 1265 6143
1049 2126 5709
1974 709 182
1536 1700 6400
1290 338 9024
1395 1853 910
2183 1963 8674
200 209 3013
1694 369 7918
2213 939 99
1417 498 5371
491 980 1410
1304 678 853
694 27 4122
1349 385 1935
1877 832 2690
1773 2041 2526
1711 404 6988
1365 2108 9374
625 2021 463
514 2171 3141
1620 70 1215
1057 605 7545
203 1515 2266
130 1422 6988
187 1314 9230
2094 1711 1170
956 1069 5087
1784 1535 3192
1322 444 5618
2076 1733 8617
1455 1066 3053
965 582 3135
428 1156 3186
158 875 8505
68 2035 4156
1816 2038 7284
199 506 3805
700 572 757
1448 1701 2496
1660 1816 9319
1893 1140 9008
756 44 506
566 902 5811
2039 206 9957
1197 274 7531
990 487 874
620 1607 7303
1455 1566 4913
259 500 6101
1820 1484 7162
417 1620 7729
277 1781 3621
1199 1991 7127
868 1572 6033
783 263 905
1998 1402 3024
5 1401 717
1487 2210 1286
1796 1588 2855
599 2054 8452
1299 1983 5569
1728 1455 5453
1970 2101 3792
447 264 4676
405 2195 3514
1064 1944 9221
1977 817 8310
771 1132 9360
1869 1539 5561
2098 735 3097
110 934 7735
1593 1829 7813
597 2113 3547
419 686 2394
1214 606 4356
576 1012 7117
199 207 3874
91 2010 8093
1820 1778 7867
896 1865 9927
1585 1660 438
906 165 3998
1950 2200 5079
687 1806 1644
1677 432 2753
1616 2215 6665
1773 691 2971
74 1474 2983
363 1014 1664
383 107 6905
1931 1451 5685
280 1752 2823
1177 368 5132
309 1097 8903
1589 1817 2808
1924 739 4811
1535 72 2256
625 535 7640
2129 2089 6267
891 1224 3521
854 1029 5788
1135 35 5931
969 262 6662
515 1865 6452
1657 2122 8016
970 485 3878
2221 2023 5875
1150 2159 9129
1034 1867 5804
931 1159 6693
884 1950 4665
2204 1420 605
690 805 6972
1484 714 7
494 330 7933
2076 1626 8838
1304 177 6553
1312 1163 8092
2211 1282 9370
41 1637 2108
1978 1321 8946
1014 909 3015
347 1553 6856
67 1085 4539
1642 1567 4880
376 2119 1940
679 2052 9984
1809 1616 6927
684 1497 5168
525 441 9549
976 1284 6310
883 1140 7539
360 569 612
1454 1756 3399
1209 1138 8840
1091 395 2671
1577 1239 362
2012 965 5612
1768 938 5036
200 149 2772
2084 53 8038
55 1331 190
448 303 4591
1325 943 2030
596 730 5634
2116 1681 6911
1535 1924 8063
291 208 4303
271 546 3531
2207 1844 3816
2035 1766 5571
1917 667 5515
2119 1877 2319
1994 1642 9836
1203 467 169
669 849 7549
1512 1917 6490
1932 1120 6207
347 1354 5077
1080 836 2092
1022 853 4504
1346 1365 8881
416 1267 3043
116 733 9490
582 864 443
1160 1275 9193
2089 236 8154
1779 153 9554
1190 594 3510
1194 80 5544
1225 1786 6393
1736 2155 3148
1738 573 8826
1295 1353 179
1787 163 6631
1350 2100 5911
994 1153 2165
744 1642 9700
1385 844 3914
233 880 1747
2056 685 8851
1955 701 3910
734 297 5601
1996 2091 1489
734 1483 4596
883 1186 2164
2153 982 3958
483 1526 1289
662 966 6004
40 1894 8789
925 477 3363
1659 545 6991
1074 403 6657
2050 1322 3326
1069 2038 8958
176 394 6585
1685 1556 5807
1234 1083 9724
575 306 8264
1165 118 6777
285 231 2511
216 158 8324
111 269 9304
1253 315 1195
1082 303 5974
58 1166 8769
1808 1859 1213
118 1083 7363
1905 725 3281
760 233 8977
689 1391 6137
1284 1475 2109
1401 1859 5069
173 1425 4181
235 503 994
671 1923 7322
588 301 5789
645 1516 5147
1306 727 3018
1805 1313 4138
1855 1362 8972
1533 466 386
830 820 454
1624 1567 8819
1859 1969 7450
203 355 8097
275 2000 2068
1465 823 3430
193 1103 6939
969 1580 3933
1775 1272 1150
658 1418 2113
1612 1384 290
283 120 9981
644 1634 3252
2080 1634 7630
54 145 8276
2202 336 6787
1926 1341 9695
954 1684 6927
197 1771 3969
1106 1281 2434
181 2181 1928
1455 65 1739
167 18 9397
382 890 3999
231 150 6928
664 1856 3728
1092 1206 6005
1335 1721 4286
538 1565 3953
22 1340 2382
76 830 8205
188 119 3633
490 1219 2010
1053 140 8837
663 844 8876
2036 460 1287
397 1426 1552
1148 1626 5604
92 359 5898
1595 198 5335
924 707 8424
1630 2077 8838
